TreeDepth,PID,Process,Base,Size,Name,Path,LoadTime,File output
0,1056,SLsvc.exe,0x76020000,0x2c000,DNSAPI.dll,C:\\Windows\\system32\\DNSAPI.dll,,Disabled
0,1056,SLsvc.exe,0x76c90000,0x2d000,WS2_32.dll,C:\\Windows\\system32\\WS2_32.dll,,Disabled
0,1056,SLsvc.exe,0x76590000,0x6000,NSI.dll,C:\\Windows\\system32\\NSI.dll,,Disabled
0,1056,SLsvc.exe,0x77b30000,0x1e000,IMM32.DLL,C:\\Windows\\system32\\IMM32.DLL,,Disabled
0,1056,SLsvc.exe,0x76640000,0xc8000,MSCTF.dll,C:\\Windows\\system32\\MSCTF.dll,,Disabled
0,1056,SLsvc.exe,0x76580000,0x9000,LPK.DLL,C:\\Windows\\system32\\LPK.DLL,,Disabled
0,1056,SLsvc.exe,0x77b50000,0x7d000,USP10.dll,C:\\Windows\\system32\\USP10.dll,,Disabled
0,1056,SLsvc.exe,0x75920000,0x3b000,-,-,,Disabled
0,1056,SLsvc.exe,0x768f0000,0x18a000,-,-,,Disabled
0,1056,SLsvc.exe,0x767e0000,0x8d000,-,-,,Disabled
0,1056,SLsvc.exe,0x76d20000,0x144000,ole32.dll,C:\\Windows\\system32\\ole32.dll,,Disabled
0,1056,SLsvc.exe,0x749c0000,0x2d000,-,-,,Disabled
0,1056,SLsvc.exe,0x75e80000,0xf1000,CRYPT32.dll,C:\\Windows\\system32\\CRYPT32.dll,,Disabled
0,1056,SLsvc.exe,0x75fe0000,0x12000,MSASN1.dll,C:\\Windows\\system32\\MSASN1.dll,,Disabled
0,1056,SLsvc.exe,0x76410000,0x1e000,USERENV.dll,C:\\Windows\\system32\\USERENV.dll,,Disabled
0,1056,SLsvc.exe,0x76430000,0x14000,Secur32.dll,C:\\Windows\\system32\\Secur32.dll,,Disabled
0,1056,SLsvc.exe,0x77e30000,0x29000,-,-,,Disabled
0,1088,svchost.exe,0x2c0000,0x8000,svchost.exe,C:\\Windows\\system32\\svchost.exe,,Disabled
0,1088,svchost.exe,0x77d00000,0x127000,ntdll.dll,C:\\Windows\\system32\\ntdll.dll,,Disabled
0,1088,svchost.exe,0x76bb0000,0xdb000,kernel32.dll,C:\\Windows\\system32\\kernel32.dll,,Disabled
0,1088,svchost.exe,0x77e60000,0xaa000,msvcrt.dll,C:\\Windows\\system32\\msvcrt.dll,,Disabled
0,1088,svchost.exe,0x779d0000,0xc6000,ADVAPI32.dll,C:\\Windows\\system32\\ADVAPI32.dll,,Disabled
0,1088,svchost.exe,0x77c20000,0xc3000,RPCRT4.dll,C:\\Windows\\system32\\RPCRT4.dll,,Disabled
0,1088,svchost.exe,0x75880000,0x21000,NTMARTA.DLL,C:\\Windows\\system32\\NTMARTA.DLL,,Disabled
0,1088,svchost.exe,0x765a0000,0x9d000,USER32.dll,C:\\Windows\\system32\\USER32.dll,,Disabled
0,1088,svchost.exe,0x77f10000,0x4b000,GDI32.dll,C:\\Windows\\system32\\GDI32.dll,,Disabled
0,1088,svchost.exe,0x77bd0000,0x4a000,WLDAP32.dll,C:\\Windows\\system32\\WLDAP32.dll,,Disabled
0,1088,svchost.exe,0x76c90000,0x2d000,WS2_32.dll,C:\\Windows\\system32\\WS2_32.dll,,Disabled
0,1088,svchost.exe,0x76590000,0x6000,NSI.dll,C:\\Windows\\system32\\NSI.dll,,Disabled
0,1088,svchost.exe,0x76570000,0x7000,PSAPI.DLL,C:\\Windows\\system32\\PSAPI.DLL,,Disabled
0,1088,svchost.exe,0x76000000,0x11000,SAMLIB.dll,C:\\Windows\\system32\\SAMLIB.dll,,Disabled
0,1088,svchost.exe,0x76d20000,0x144000,ole32.dll,C:\\Windows\\system32\\ole32.dll,,Disabled
0,1088,svchost.exe,0x77b30000,0x1e000,IMM32.DLL,C:\\Windows\\system32\\IMM32.DLL,,Disabled
0,1088,svchost.exe,0x76640000,0xc8000,MSCTF.dll,C:\\Windows\\system32\\MSCTF.dll,,Disabled
0,1088,svchost.exe,0x76580000,0x9000,LPK.DLL,C:\\Windows\\system32\\LPK.DLL,,Disabled
0,1088,svchost.exe,0x77b50000,0x7d000,USP10.dll,C:\\Windows\\system32\\USP10.dll,,Disabled
0,1088,svchost.exe,0x749f0000,0x45000,es.dll,c:\\windows\\system32\\es.dll,,Disabled
0,1088,svchost.exe,0x767e0000,0x8d000,OLEAUT32.dll,C:\\Windows\\system32\\OLEAUT32.dll,,Disabled
0,1088,svchost.exe,0x74a90000,0xba000,PROPSYS.dll,c:\\windows\\system32\\PROPSYS.dll,,Disabled
0,1088,svchost.exe,0x75920000,0x3b000,rsaenh.dll,C:\\Windows\\system32\\rsaenh.dll,,Disabled
0,1088,svchost.exe,0x77aa0000,0x84000,CLBCatQ.DLL,C:\\Windows\\system32\\CLBCatQ.DLL,,Disabled
0,1088,svchost.exe,0x74cc0000,0x8000,nsisvc.dll,c:\\windows\\system32\\nsisvc.dll,,Disabled
0,1088,svchost.exe,0x76430000,0x14000,secur32.dll,C:\\Windows\\system32\\secur32.dll,,Disabled
0,1088,svchost.exe,0x75ca0000,0x7000,credssp.dll,C:\\Windows\\system32\\credssp.dll,,Disabled
0,1088,svchost.exe,0x75e80000,0xf1000,CRYPT32.dll,C:\\Windows\\system32\\CRYPT32.dll,,Disabled
0,1088,svchost.exe,0x75fe0000,0x12000,MSASN1.dll,C:\\Windows\\system32\\MSASN1.dll,,Disabled
0,1088,svchost.exe,0x76410000,0x1e000,USERENV.dll,C:\\Windows\\system32\\USERENV.dll,,Disabled
0,1088,svchost.exe,0x75990000,0x44000,schannel.dll,C:\\Windows\\system32\\schannel.dll,,Disabled
0,1088,svchost.exe,0x76100000,0x75000,NETAPI32.dll,C:\\Windows\\system32\\NETAPI32.dll,,Disabled
0,1088,svchost.exe,0x74910000,0x2a000,wkssvc.dll,c:\\windows\\system32\\wkssvc.dll,,Disabled
0,1088,svchost.exe,0x75de0000,0x19000,IPHLPAPI.DLL,c:\\windows\\system32\\IPHLPAPI.DLL,,Disabled
0,1088,svchost.exe,0x75da0000,0x35000,dhcpcsvc.DLL,c:\\windows\\system32\\dhcpcsvc.DLL,,Disabled
0,1088,svchost.exe,0x76020000,0x2c000,DNSAPI.dll,c:\\windows\\system32\\DNSAPI.dll,,Disabled
0,1088,svchost.exe,0x75d90000,0x7000,WINNSI.DLL,c:\\windows\\system32\\WINNSI.DLL,,Disabled
0,1088,svchost.exe,0x75d60000,0x21000,dhcpcsvc6.DLL,c:\\windows\\system32\\dhcpcsvc6.DLL,,Disabled
0,1088,svchost.exe,0x75fc0000,0x18000,NTDSAPI.dll,c:\\windows\\system32\\NTDSAPI.dll,,Disabled
0,1088,svchost.exe,0x759e0000,0xd7000,WINBRAND.dll,c:\\windows\\system32\\WINBRAND.dll,,Disabled
0,1088,svchost.exe,0x749b0000,0x9000,fdrespub.dll,c:\\windows\\system32\\fdrespub.dll,,Disabled
0,1088,svchost.exe,0x74230000,0x58000,wsdapi.dll,c:\\windows\\system32\\wsdapi.dll,,Disabled
0,1088,svchost.exe,0x748e0000,0xb000,HTTPAPI.dll,c:\\windows\\system32\\HTTPAPI.dll,,Disabled
0,1088,svchost.exe,0x74010000,0x5f000,WINHTTP.dll,c:\\windows\\system32\\WINHTTP.dll,,Disabled
0,1088,svchost.exe,0x76cc0000,0x58000,SHLWAPI.dll,C:\\Windows\\system32\\SHLWAPI.dll,,Disabled
0,1088,svchost.exe,0x749c0000,0x2d000,WINTRUST.dll,c:\\windows\\system32\\WINTRUST.dll,,Disabled
0,1088,svchost.exe,0x77e30000,0x29000,imagehlp.dll,C:\\Windows\\system32\\imagehlp.dll,,Disabled
0,1088,svchost.exe,0x75610000,0x2f000,XmlLite.dll,c:\\windows\\system32\\XmlLite.dll,,Disabled
0,1088,svchost.exe,0x75790000,0x66000,FirewallAPI.dll,c:\\windows\\system32\\FirewallAPI.dll,,Disabled
0,1088,svchost.exe,0x75870000,0x8000,VERSION.dll,c:\\windows\\system32\\VERSION.dll,,Disabled
0,1088,svchost.exe,0x75150000,0x19e000,comctl32.dll,C:\\Windows\\WinSxS\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.6001.18000_none_5cdbaa5a083979cc\\comctl32.dll,,Disabled
0,1088,svchost.exe,0x73e20000,0x27000,-,-,,Disabled
0,1088,svchost.exe,0x74d80000,0x14000,ATL.DLL,C:\\Windows\\system32\\ATL.DLL,,Disabled
0,1088,svchost.exe,0x768f0000,0x18a000,SETUPAPI.dll,C:\\Windows\\system32\\SETUPAPI.dll,,Disabled
0,1088,svchost.exe,0x762c0000,0x5f000,SXS.DLL,C:\\Windows\\system32\\SXS.DLL,,Disabled
0,1088,svchost.exe,0x73c70000,0x48000,-,-,,Disabled
0,1088,svchost.exe,0x76050000,0x11000,cryptdll.dll,c:\\windows\\system32\\cryptdll.dll,,Disabled
0,1088,svchost.exe,0x75ba0000,0x3b000,mswsock.dll,C:\\Windows\\system32\\mswsock.dll,,Disabled
0,1088,svchost.exe,0x75850000,0x5000,wshtcpip.dll,C:\\Windows\\System32\\wshtcpip.dll,,Disabled
0,1088,svchost.exe,0x75c00000,0x5000,wship6.dll,C:\\Windows\\System32\\wship6.dll,,Disabled
0,1088,svchost.exe,0x758e0000,0x15000,GPAPI.dll,C:\\Windows\\system32\\GPAPI.dll,,Disabled
0,1088,svchost.exe,0x75e40000,0x3a000,slc.dll,C:\\Windows\\system32\\slc.dll,,Disabled
0,1088,svchost.exe,0x739d0000,0x126000,msxml3.dll,C:\\Windows\\System32\\msxml3.dll,,Disabled
0,1088,svchost.exe,0x735e0000,0x3c000,netprofm.dll,c:\\windows\\system32\\netprofm.dll,,Disabled
0,1088,svchost.exe,0x74fb0000,0xf000,nlaapi.dll,c:\\windows\\system32\\nlaapi.dll,,Disabled
0,1088,svchost.exe,0x738b0000,0x8000,npmproxy.dll,C:\\Windows\\System32\\npmproxy.dll,,Disabled
0,1088,svchost.exe,0x74220000,0x8000,winrnr.dll,C:\\Windows\\System32\\winrnr.dll,,Disabled
0,1088,svchost.exe,0x74210000,0xf000,napinsp.dll,C:\\Windows\\system32\\napinsp.dll,,Disabled
0,1088,svchost.exe,0x73960000,0x6000,rasadhlp.dll,C:\\Windows\\system32\\rasadhlp.dll,,Disabled
0,1088,svchost.exe,0x73130000,0x25000,sstpsvc.dll,c:\\windows\\system32\\sstpsvc.dll,,Disabled
0,1088,svchost.exe,0x75840000,0xc000,rtutils.dll,c:\\windows\\system32\\rtutils.dll,,Disabled
0,1088,svchost.exe,0x77cf0000,0x3000,Normaliz.dll,C:\\Windows\\system32\\Normaliz.dll,,Disabled
0,1160,svchost.exe,0x2c0000,0x8000,svchost.exe,C:\\Windows\\System32\\svchost.exe,,Disabled
0,1160,svchost.exe,0x77d00000,0x127000,ntdll.dll,C:\\Windows\\system32\\ntdll.dll,,Disabled
0,1160,svchost.exe,0x76bb0000,0xdb000,kernel32.dll,C:\\Windows\\system32\\kernel32.dll,,Disabled
0,1160,svchost.exe,0x77e60000,0xaa000,msvcrt.dll,C:\\Windows\\system32\\msvcrt.dll,,Disabled
0,1160,svchost.exe,0x779d0000,0xc6000,ADVAPI32.dll,C:\\Windows\\system32\\ADVAPI32.dll,,Disabled
0,1160,svchost.exe,0x77c20000,0xc3000,RPCRT4.dll,C:\\Windows\\system32\\RPCRT4.dll,,Disabled
0,1160,svchost.exe,0x75880000,0x21000,NTMARTA.DLL,C:\\Windows\\System32\\NTMARTA.DLL,,Disabled
0,1160,svchost.exe,0x765a0000,0x9d000,USER32.dll,C:\\Windows\\system32\\USER32.dll,,Disabled
0,1160,svchost.exe,0x77f10000,0x4b000,GDI32.dll,C:\\Windows\\system32\\GDI32.dll,,Disabled
0,1160,svchost.exe,0x77bd0000,0x4a000,WLDAP32.dll,C:\\Windows\\system32\\WLDAP32.dll,,Disabled
0,1160,svchost.exe,0x76c90000,0x2d000,WS2_32.dll,C:\\Windows\\system32\\WS2_32.dll,,Disabled
0,1160,svchost.exe,0x76590000,0x6000,NSI.dll,C:\\Windows\\system32\\NSI.dll,,Disabled
0,1160,svchost.exe,0x76570000,0x7000,PSAPI.DLL,C:\\Windows\\system32\\PSAPI.DLL,,Disabled
0,1160,svchost.exe,0x76000000,0x11000,SAMLIB.dll,C:\\Windows\\System32\\SAMLIB.dll,,Disabled
0,1160,svchost.exe,0x76d20000,0x144000,ole32.dll,C:\\Windows\\system32\\ole32.dll,,Disabled
0,1160,svchost.exe,0x77b30000,0x1e000,IMM32.DLL,C:\\Windows\\system32\\IMM32.DLL,,Disabled
0,1160,svchost.exe,0x76640000,0xc8000,MSCTF.dll,C:\\Windows\\system32\\MSCTF.dll,,Disabled
0,1160,svchost.exe,0x76580000,0x9000,LPK.DLL,C:\\Windows\\system32\\LPK.DLL,,Disabled
0,1160,svchost.exe,0x77b50000,0x7d000,USP10.dll,C:\\Windows\\system32\\USP10.dll,,Disabled
0,1160,svchost.exe,0x74d60000,0xb000,uxsms.dll,c:\\windows\\system32\\uxsms.dll,,Disabled
0,1160,svchost.exe,0x755e0000,0xa000,WTSAPI32.dll,c:\\windows\\system32\\WTSAPI32.dll,,Disabled
0,1160,svchost.exe,0x76410000,0x1e000,USERENV.dll,c:\\windows\\system32\\USERENV.dll,,Disabled
0,1160,svchost.exe,0x76430000,0x14000,Secur32.dll,c:\\windows\\system32\\Secur32.dll,,Disabled
0,1160,svchost.exe,0x763e0000,0x25000,WINSTA.dll,C:\\Windows\\System32\\WINSTA.dll,,Disabled
0,1160,svchost.exe,0x741f0000,0x15000,trkwks.dll,c:\\windows\\system32\\trkwks.dll,,Disabled
0,1160,svchost.exe,0x76100000,0x75000,NETAPI32.dll,c:\\windows\\system32\\NETAPI32.dll,,Disabled
0,1160,svchost.exe,0x729f0000,0x46000,netman.dll,c:\\windows\\system32\\netman.dll,,Disabled
0,1160,svchost.exe,0x767e0000,0x8d000,OLEAUT32.dll,C:\\Windows\\system32\\OLEAUT32.dll,,Disabled
0,1160,svchost.exe,0x74fc0000,0x4a000,RASAPI32.dll,c:\\windows\\system32\\RASAPI32.dll,,Disabled
0,1160,svchost.exe,0x75770000,0x14000,rasman.dll,c:\\windows\\system32\\rasman.dll,,Disabled
0,1160,svchost.exe,0x750b0000,0x31000,TAPI32.dll,c:\\windows\\system32\\TAPI32.dll,,Disabled
0,1160,svchost.exe,0x76cc0000,0x58000,SHLWAPI.dll,C:\\Windows\\system32\\SHLWAPI.dll,,Disabled
0,1160,svchost.exe,0x75840000,0xc000,rtutils.dll,c:\\windows\\system32\\rtutils.dll,,Disabled
0,1160,svchost.exe,0x74d20000,0x32000,WINMM.dll,c:\\windows\\system32\\WINMM.dll,,Disabled
0,1160,svchost.exe,0x74ce0000,0x39000,OLEACC.dll,c:\\windows\\system32\\OLEACC.dll,,Disabled
0,1160,svchost.exe,0x76e70000,0xb0f000,SHELL32.dll,C:\\Windows\\system32\\SHELL32.dll,,Disabled
0,1160,svchost.exe,0x75d90000,0x7000,WINNSI.DLL,c:\\windows\\system32\\WINNSI.DLL,,Disabled
0,1160,svchost.exe,0x75150000,0x19e000,comctl32.dll,C:\\Windows\\WinSxS\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.6001.18000_none_5cdbaa5a083979cc\\comctl32.dll,,Disabled
0,1160,svchost.exe,0x77aa0000,0x84000,CLBCatQ.DLL,C:\\Windows\\system32\\CLBCatQ.DLL,,Disabled
0,1160,svchost.exe,0x75920000,0x3b000,rsaenh.dll,C:\\Windows\\System32\\rsaenh.dll,,Disabled
0,1160,svchost.exe,0x72880000,0x37000,umrdp.dll,c:\\windows\\system32\\umrdp.dll,,Disabled
0,1160,svchost.exe,0x73780000,0x42000,WINSPOOL.DRV,c:\\windows\\system32\\WINSPOOL.DRV,,Disabled
0,1160,svchost.exe,0x768f0000,0x18a000,SETUPAPI.dll,C:\\Windows\\system32\\SETUPAPI.dll,,Disabled
0,1160,svchost.exe,0x75e40000,0x3a000,slc.dll,c:\\windows\\system32\\slc.dll,,Disabled
0,1160,svchost.exe,0x72f00000,0xf000,umb.dll,C:\\Windows\\system32\\umb.dll,,Disabled
0,1160,svchost.exe,0x74d80000,0x14000,ATL.DLL,C:\\Windows\\system32\\ATL.DLL,,Disabled
0,1160,svchost.exe,0x749c0000,0x2d000,WINTRUST.dll,C:\\Windows\\System32\\WINTRUST.dll,,Disabled
0,1160,svchost.exe,0x75e80000,0xf1000,CRYPT32.dll,C:\\Windows\\System32\\CRYPT32.dll,,Disabled
0,1160,svchost.exe,0x75fe0000,0x12000,MSASN1.dll,C:\\Windows\\System32\\MSASN1.dll,,Disabled
0,1160,svchost.exe,0x77e30000,0x29000,imagehlp.dll,C:\\Windows\\system32\\imagehlp.dll,,Disabled
0,1160,svchost.exe,0x75ba0000,0x3b000,mswsock.dll,C:\\Windows\\System32\\mswsock.dll,,Disabled
0,1160,svchost.exe,0x75850000,0x5000,wshtcpip.dll,C:\\Windows\\System32\\wshtcpip.dll,,Disabled
0,1160,svchost.exe,0x72a90000,0x30b000,netshell.dll,C:\\Windows\\System32\\netshell.dll,,Disabled
0,1160,svchost.exe,0x75de0000,0x19000,IPHLPAPI.DLL,C:\\Windows\\System32\\IPHLPAPI.DLL,,Disabled
0,1160,svchost.exe,0x75da0000,0x35000,dhcpcsvc.DLL,C:\\Windows\\System32\\dhcpcsvc.DLL,,Disabled
0,1160,svchost.exe,0x76020000,0x2c000,DNSAPI.dll,C:\\Windows\\System32\\DNSAPI.dll,,Disabled
0,1160,svchost.exe,0x75d60000,0x21000,dhcpcsvc6.DLL,C:\\Windows\\System32\\dhcpcsvc6.DLL,,Disabled
0,1160,svchost.exe,0x74fb0000,0xf000,nlaapi.dll,C:\\Windows\\System32\\nlaapi.dll,,Disabled
0,1160,svchost.exe,0x73590000,0x4a000,hnetcfg.dll,C:\\Windows\\System32\\hnetcfg.dll,,Disabled
0,1160,svchost.exe,0x758e0000,0x15000,GPAPI.dll,C:\\Windows\\System32\\GPAPI.dll,,Disabled
0,1160,svchost.exe,0x74010000,0x5f000,WINHTTP.dll,C:\\Windows\\System32\\WINHTTP.dll,,Disabled
0,1160,svchost.exe,0x73840000,0x60000,netcfgx.dll,C:\\Windows\\system32\\netcfgx.dll,,Disabled
0,1160,svchost.exe,0x738d0000,0x15000,Cabinet.dll,C:\\Windows\\System32\\Cabinet.dll,,Disabled
0,1160,svchost.exe,0x738f0000,0xb000,wbemprox.dll,C:\\Windows\\system32\\wbem\\wbemprox.dll,,Disabled
0,1160,svchost.exe,0x73bc0000,0x5b000,wbemcomn.dll,C:\\Windows\\system32\\wbemcomn.dll,,Disabled
0,1160,svchost.exe,0x738c0000,0x10000,wbemsvc.dll,C:\\Windows\\system32\\wbem\\wbemsvc.dll,,Disabled
0,1160,svchost.exe,0x73620000,0x99000,fastprox.dll,C:\\Windows\\system32\\wbem\\fastprox.dll,,Disabled
0,1160,svchost.exe,0x75fc0000,0x18000,NTDSAPI.dll,C:\\Windows\\system32\\NTDSAPI.dll,,Disabled
0,1160,svchost.exe,0x76380000,0x2c000,apphelp.dll,C:\\Windows\\system32\\apphelp.dll,,Disabled
0,1160,svchost.exe,0x70100000,0xce000,RASDLG.dll,C:\\Windows\\System32\\RASDLG.dll,,Disabled
0,1160,svchost.exe,0x748f0000,0x1a000,MPRAPI.dll,C:\\Windows\\System32\\MPRAPI.dll,,Disabled
0,1160,svchost.exe,0x74460000,0x35000,ACTIVEDS.dll,C:\\Windows\\System32\\ACTIVEDS.dll,,Disabled
0,1160,svchost.exe,0x74420000,0x33000,adsldpc.dll,C:\\Windows\\System32\\adsldpc.dll,,Disabled
0,1160,svchost.exe,0x743f0000,0x2e000,credui.dll,C:\\Windows\\System32\\credui.dll,,Disabled
0,1160,svchost.exe,0x743b0000,0x15000,wdi.dll,c:\\windows\\system32\\wdi.dll,,Disabled
0,1160,svchost.exe,0x72770000,0x15000,radardt.dll,C:\\Windows\\system32\\radardt.dll,,Disabled
0,1160,svchost.exe,0x75870000,0x8000,VERSION.dll,C:\\Windows\\System32\\VERSION.dll,,Disabled
0,1188,svchost.exe,0x2c0000,0x8000,svchost.exe,C:\\Windows\\system32\\svchost.exe,,Disabled
0,1188,svchost.exe,0x77d00000,0x127000,ntdll.dll,C:\\Windows\\system32\\ntdll.dll,,Disabled
0,1188,svchost.exe,0x76bb0000,0xdb000,kernel32.dll,C:\\Windows\\system32\\kernel32.dll,,Disabled
0,1188,svchost.exe,0x77e60000,0xaa000,msvcrt.dll,C:\\Windows\\system32\\msvcrt.dll,,Disabled
0,1188,svchost.exe,0x779d0000,0xc6000,ADVAPI32.dll,C:\\Windows\\system32\\ADVAPI32.dll,,Disabled
0,1188,svchost.exe,0x77c20000,0xc3000,RPCRT4.dll,C:\\Windows\\system32\\RPCRT4.dll,,Disabled
0,1188,svchost.exe,0x75880000,0x21000,NTMARTA.DLL,C:\\Windows\\system32\\NTMARTA.DLL,,Disabled
0,1188,svchost.exe,0x765a0000,0x9d000,USER32.dll,C:\\Windows\\system32\\USER32.dll,,Disabled
0,1188,svchost.exe,0x77f10000,0x4b000,GDI32.dll,C:\\Windows\\system32\\GDI32.dll,,Disabled
0,1188,svchost.exe,0x77bd0000,0x4a000,WLDAP32.dll,C:\\Windows\\system32\\WLDAP32.dll,,Disabled
0,1188,svchost.exe,0x76c90000,0x2d000,WS2_32.dll,C:\\Windows\\system32\\WS2_32.dll,,Disabled
0,1188,svchost.exe,0x76590000,0x6000,NSI.dll,C:\\Windows\\system32\\NSI.dll,,Disabled
0,1188,svchost.exe,0x76570000,0x7000,PSAPI.DLL,C:\\Windows\\system32\\PSAPI.DLL,,Disabled
0,1188,svchost.exe,0x76000000,0x11000,SAMLIB.dll,C:\\Windows\\system32\\SAMLIB.dll,,Disabled
0,1188,svchost.exe,0x76d20000,0x144000,ole32.dll,C:\\Windows\\system32\\ole32.dll,,Disabled
0,1188,svchost.exe,0x77b30000,0x1e000,IMM32.DLL,C:\\Windows\\system32\\IMM32.DLL,,Disabled
0,1188,svchost.exe,0x76640000,0xc8000,MSCTF.dll,C:\\Windows\\system32\\MSCTF.dll,,Disabled
0,1188,svchost.exe,0x76580000,0x9000,LPK.DLL,C:\\Windows\\system32\\LPK.DLL,,Disabled
0,1188,svchost.exe,0x77b50000,0x7d000,USP10.dll,C:\\Windows\\system32\\USP10.dll,,Disabled
0,1188,svchost.exe,0x74a50000,0x18000,dnsrslvr.dll,c:\\windows\\system32\\dnsrslvr.dll,,Disabled
0,1188,svchost.exe,0x76020000,0x2c000,DNSAPI.dll,c:\\windows\\system32\\DNSAPI.dll,,Disabled
0,1188,svchost.exe,0x75da0000,0x35000,dhcpcsvc.DLL,c:\\windows\\system32\\dhcpcsvc.DLL,,Disabled
0,1188,svchost.exe,0x76430000,0x14000,Secur32.dll,c:\\windows\\system32\\Secur32.dll,,Disabled
0,1188,svchost.exe,0x75d90000,0x7000,WINNSI.DLL,c:\\windows\\system32\\WINNSI.DLL,,Disabled
0,1188,svchost.exe,0x75d60000,0x21000,dhcpcsvc6.DLL,c:\\windows\\system32\\dhcpcsvc6.DLL,,Disabled
0,1188,svchost.exe,0x75de0000,0x19000,IPHLPAPI.DLL,c:\\windows\\system32\\IPHLPAPI.DLL,,Disabled
0,1188,svchost.exe,0x75ba0000,0x3b000,mswsock.dll,C:\\Windows\\system32\\mswsock.dll,,Disabled
0,1188,svchost.exe,0x75c00000,0x5000,wship6.dll,C:\\Windows\\System32\\wship6.dll,,Disabled
0,1188,svchost.exe,0x75850000,0x5000,wshtcpip.dll,C:\\Windows\\System32\\wshtcpip.dll,,Disabled
0,1188,svchost.exe,0x745b0000,0x22000,cryptsvc.dll,c:\\windows\\system32\\cryptsvc.dll,,Disabled
0,1188,svchost.exe,0x767e0000,0x8d000,OLEAUT32.dll,C:\\Windows\\system32\\OLEAUT32.dll,,Disabled
0,1188,svchost.exe,0x744a0000,0x10a000,VSSAPI.DLL,c:\\windows\\system32\\VSSAPI.DLL,,Disabled
0,1188,svchost.exe,0x74d80000,0x14000,ATL.DLL,c:\\windows\\system32\\ATL.DLL,,Disabled
0,1188,svchost.exe,0x743d0000,0x14000,vsstrace.dll,c:\\windows\\system32\\vsstrace.dll,,Disabled
0,1188,svchost.exe,0x763c0000,0x16000,AUTHZ.dll,c:\\windows\\system32\\AUTHZ.dll,,Disabled
0,1188,svchost.exe,0x75610000,0x2f000,XmlLite.dll,c:\\windows\\system32\\XmlLite.dll,,Disabled
0,1188,svchost.exe,0x76100000,0x75000,NETAPI32.dll,c:\\windows\\system32\\NETAPI32.dll,,Disabled
0,1188,svchost.exe,0x75f80000,0x14000,MPR.dll,c:\\windows\\system32\\MPR.dll,,Disabled
0,1188,svchost.exe,0x768f0000,0x18a000,SETUPAPI.dll,C:\\Windows\\system32\\SETUPAPI.dll,,Disabled
0,1188,svchost.exe,0x75e80000,0xf1000,CRYPT32.dll,c:\\windows\\system32\\CRYPT32.dll,,Disabled
0,1188,svchost.exe,0x75fe0000,0x12000,MSASN1.dll,c:\\windows\\system32\\MSASN1.dll,,Disabled
0,1188,svchost.exe,0x76410000,0x1e000,USERENV.dll,c:\\windows\\system32\\USERENV.dll,,Disabled
0,1188,svchost.exe,0x75920000,0x3b000,rsaenh.dll,C:\\Windows\\system32\\rsaenh.dll,,Disabled
0,1188,svchost.exe,0x77aa0000,0x84000,CLBCatQ.DLL,C:\\Windows\\system32\\CLBCatQ.DLL,,Disabled
0,1188,svchost.exe,0x749f0000,0x45000,es.dll,C:\\Windows\\system32\\es.dll,,Disabled
0,1188,svchost.exe,0x74a90000,0xba000,PROPSYS.dll,C:\\Windows\\system32\\PROPSYS.dll,,Disabled
0,1188,svchost.exe,0x74340000,0x2b000,nlasvc.dll,c:\\windows\\system32\\nlasvc.dll,,Disabled
0,1188,svchost.exe,0x75e00000,0x40000,wevtapi.dll,c:\\windows\\system32\\wevtapi.dll,,Disabled
0,1188,svchost.exe,0x74320000,0x1a000,ncsi.dll,c:\\windows\\system32\\ncsi.dll,,Disabled
0,1188,svchost.exe,0x74010000,0x5f000,WINHTTP.dll,c:\\windows\\system32\\WINHTTP.dll,,Disabled
0,1188,svchost.exe,0x76cc0000,0x58000,SHLWAPI.dll,C:\\Windows\\system32\\SHLWAPI.dll,,Disabled
0,1188,svchost.exe,0x755e0000,0xa000,WTSAPI32.dll,c:\\windows\\system32\\WTSAPI32.dll,,Disabled
0,1188,svchost.exe,0x75cc0000,0x45000,bcrypt.dll,c:\\windows\\system32\\bcrypt.dll,,Disabled
0,1188,svchost.exe,0x73f60000,0x8000,CFGMGR32.dll,c:\\windows\\system32\\CFGMGR32.dll,,Disabled
0,1188,svchost.exe,0x75150000,0x19e000,comctl32.dll,C:\\Windows\\WinSxS\\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.6001.18000_none_5cdbaa5a083979cc\\comctl32.dll,,Disabled
0,1188,svchost.exe,0x73b30000,0x71000,termsrv.dll,c:\\windows\\system32\\termsrv.dll,,Disabled
0,1188,svchost.exe,0x73f50000,0x7000,ICAAPI.dll,c:\\windows\\system32\\ICAAPI.dll,,Disabled
0,1188,svchost.exe,0x749c0000,0x2d000,WINTRUST.dll,c:\\windows\\system32\\WINTRUST.dll,,Disabled
0,1188,svchost.exe,0x77e30000,0x29000,imagehlp.dll,C:\\Windows\\system32\\imagehlp.dll,,Disabled
0,1188,svchost.exe,0x75ca0000,0x7000,credssp.dll,C:\\Windows\\system32\\credssp.dll,,Disabled
0,1188,svchost.exe,0x75990000,0x44000,schannel.dll,C:\\Windows\\system32\\schannel.dll,,Disabled
0,1188,svchost.exe,0x73bb0000,0xc000,ssdpapi.dll,C:\\Windows\\system32\\ssdpapi.dll,,Disabled
